Hindi,English
मौसम ,Season 
पढ़ा ,read 
लंदन ,London 
हालत ,Condition 
बिक्री ,sales 
उल्लंघन ,Violation 
बनो ,become 
दबाव ,Pressure 
बॉबी ,bobby 
जीतने ,win 
जोखिम ,Risk 
विक ,Vic 
मारना ,Strike 
दृश्य ,Scene 
लाभ ,Benefit 
बोतल ,bottle 
सुझाव ,suggestion 
मिलेंगे ,Will meet 
शेर ,Lion 
कमी ,less 
ट्रैक ,track 
जरुरत ,need 
आधार ,Base 
पकड़ने ,Catch 
इधर ,here 
सैन्य ,military 
रे ,Ray 
अविश्वसनीय ,Incredible 
संबंध ,relationship 
जाऊंगा ,would go 
बल्कि ,Rather 
रोको ,Stop 
मामला ,Case 
कहेंगे ,will say 
बनाए ,make 
संयुक्त ,combined 
तोड़ने ,to break 
लंबी ,long 
कहती ,says 
विशाल ,Huge 
गाड़ी ,Vehicle 
ज़ीउस ,zeus 
नियम ,Rule 
पहुंच ,Reach 
आशीर्वाद ,Blessings 
समझता ,understands 
बनाई ,made 
थीं ,were 
चार्ल्स ,charles 
लगाया ,planted 
दौरा ,seizure 
विन्सेंट ,vincent 
मम्मी-पापा ,Mom Dad 
धक्का ,shock 
ज़रूरत ,need 
सैनिकों ,soldiers 
जाग ,wake up 
नाइल्स ,Niles 
देती ,gives 
सीटी ,whistle 
जेब ,pocket 
वर्ग ,Social class 
भूलना ,Forget 
शून्य ,Zero 
थक ,tired 
चली ,gone 
ऋण ,loan 
शैतान ,the devil 
पाते ,find 
टोनी ,Tony 
बचाया ,Rescued 
सुपरमैन ,superman 
पत्थर ,Stone 
केंद्र ,Center 
राक्षस ,Demon 
सजा ,Punishment 
दास ,Slave 
जितना ,As much 
छिपा ,hidden 
प्रशिक्षण ,Training 
सुप्रभात ,Good morning 
विदेशी ,the foreigner 
रखते ,keeping 
जिससे ,By which 
ढंग ,behaviour 
एलियास ,Elias 
अभ्यास ,Study 
बह ,flowing 
चालक ,Driver 
धमकी ,Threat 
शब्दों ,words 
बहादुर ,the brave 
साला ,Brother-in-law 
मांग ,Demand 
विभाग ,Department 
ध्वनि ,sound 
वेन ,Wayne 
सूरज ,Sun 
अंगूठी ,ring 
खाते ,accounts 
लंबा ,tall 
सहायता ,Help 
अनुभव ,Experience 
मि ,Mr 
बातों ,things 
आसानी ,ease 
विरोध ,Oppose 
वीडियो ,Video 
कान ,Ear 
पहुँचने ,to reach 
पकड़ा ,caught 
सिखाया ,taught 
बूढ़े ,old people 
कर्नल ,colonel 
शुद्ध ,Pure 
इसने ,it has 
आकार ,size 
फिल्म ,Movie 
चालू ,on 
मम ,my 
बर्फ ,Ice 
जायेंगे ,will 
धूल ,dust 
गंदे ,dirty 
मा ,in 
अंधेरे ,darkness 
सूपर ,super 
रहेंगे ,will remain 
जरूरी ,Necessary 
लड़की ,Girl 
आधे ,half of 
वेगास ,Vegas 
मंजिल ,Destination 
अनुसार ,According to 
आवाज़ ,sound 
केल ,will do 
चाहिये ,want 
उचित ,Appropriate 
दौर ,round 
रोना ,cry 
संदेह ,Doubt 
शिकायत ,Complaint 
लूट ,loot 
गधा ,donkey 
मोड़ ,turn 
मिलेगी ,will get 
स्मृति ,Commemoration 
दिख ,look 
पक्षी ,the bird 
बचाव ,rescue 
गली ,Street 
पूर्ण ,complete 
सकें ,can 
पीते ,drink 
कटौती ,cut 
मनुष्य ,man 
सीता ,Sita 
सुश्री ,Ms. 
जानने ,to know 
रुपये ,Rupees 
छू ,touch 
दिखाओ ,show 
क्रिस ,chris 
अस्तित्व ,Existence 
कुंजी ,Key 
भैरवा ,Bhairava 
इन्हें ,these 
जवान ,young 
मूल्य ,price 
जीने ,to live 
पुराना ,old 
सफल ,successful 
छोड़ ,leave 
रसोई ,Kitchen 
गाना ,Song 
चिकित्सा ,Treatment 
बियर ,beer 
पुत्र ,Son 
बिली ,billy 
फूल ,Flower 
मिट्टी ,Soil 
अधिकारियों ,officials 
कूद ,jump 
दोष ,Shortcoming 
स्थापित ,Established 
अंकल ,Uncle 
विधायक ,Legislator 
काश ,If only  
आखिर ,after all 
सोचने ,to think 
प्रतिक्रिया ,feedback 
अधिकतम ,Maximum 
पीटर ,peter 
सुपर ,Super 
चक्कर ,dizzy 
वॉकर ,walker 
कमाल ,max 
दिखाना ,Show 
एलेन ,Ellen 
गुस्सा ,Anger 
मित्र ,friends 
चाहे ,whether 
इकट्ठा ,Collect 
साले ,brother-in-law 
हार्ले ,harley 
जॉनी ,Johnny 
कंप्यूटर ,Computer 
काफ़ी ,enough 
उधार ,Borrow 
हफ्ते ,weeks 
आकाश ,Sky 
शिक्षा ,Education 
जूते ,Shoes 
बेला ,bella 
पैंट ,pants 
देखता ,looks at 
अनुरोध ,request 
क्षण ,moment 
भले ,even though 
वानर ,ape 
निवेश ,Investment 
प्रेमिका ,lover 
टुकड़े ,pieces 
गोलियों ,pills 
स्टार्क ,stark 
निर्भर ,Dependent 
पवित्र ,Holy 
शुक्र ,Vesper 
चर्चा ,Discussion 
एमिली ,Emily 
फिलिप ,philip 
उनको ,his 
दफन ,buried 
टॉरंस ,Torrance 
निकालो ,take out 
हजारों ,thousands 
जिंदगी ,Life 
जंग ,War 
कार्यवाही ,Proceeding 
स्थानांतरित ,transferred 
संजय ,Sanjay 
मानो ,As if 
बिंदु ,point 
नायक ,hero 
जेन ,jane 
दर्ज ,recorded 
गंध ,dirt 
उल्लेख ,Mention 
आएगा ,will come 
भाषण ,speech 
हथियारों ,weapons 
बनाओ ,make 
पेश ,Present 
लौटने ,to return 
साझा ,shared 
छोड़ो ,Leave it 
देवियों ,Ladies 
अर्जुन ,Arjun 
वोट ,vote 
ठंड ,Cold 
मीटर ,meter 
कारखाने ,Factory 
खींचो ,pull 
सहायक ,Assistant 
प्लीज ,Please 
घटिया ,shoddy 
कैमरा ,camera 
मजा ,fun 
सफेद ,White 
जीता ,won 
अदालत ,court 
मादी ,female 
रोशनी ,lights 
जाहिर ,obviously 
रुपए ,rupees 
छी ,Shit 
बाईं ,left 
जनाब ,Sir 
क्रिस्चियन ,Christian 
तैयारी ,Preparation 
हजार ,a thousand 
लकड़ी ,Wood 
खोल ,shell 
धीमी ,slow 
वन ,Forest 
पेरिस ,Paris 
मंदिर ,Temple 
गर्दन ,Neck 
बिग ,big 
दम ,power 
हू ,hu 
दुखी ,Sad 
कीजिये ,do it 
विकसित ,advanced 
अतीत ,past 
उठाओ ,pick up the 
गिनती ,Counting 
खाया ,ate 
जाएँगे ,will go 
अन्यथा ,Otherwise 
उंगलियों ,fingers 
लगती ,looks like 
क्यूं ,why 
बी ,b 
बेहतरीन ,excellent 
गेट ,Gate 
रॉबी ,Robbie 
चालाक ,Clever 
जिम्मेदारी ,Responsibility 
रद्द ,canceled 
फल ,Fruit 
व्यापारी ,Businessman 
बोला ,spoke 
मजेदार ,Funny 
पार्क ,park 
संयंत्र ,plant 
दर ,rates 
खोलने ,to open 
खरीदा ,bought 
मांस ,the meat 
डेटा ,data 
रहस्य ,Mystery 
सीखना ,Learn 
परिणाम ,result 
शनिवार ,Saturday 
कार्रवाई ,action 
टोपी ,Cap 
टॉवर ,tower 
संयोग ,coincidence 
फ्रेंच ,French 
अनुमान ,estimate 
ठंडा ,Cold 
टेलर ,Tailor 
तट ,coast 
सिपाही ,Constable 
गिरा ,fell 
रुद्र ,Rudra 
घंटों ,hours 
डरा ,scared 
पागलपन ,Madness 
पसंदीदा ,Favorite 
परमेश्वर ,God 
उद्देश्य ,Objective 
पॉल ,Paul 
डबल ,Double 
प्रतिशत ,percent 
बुरे ,bad 
मुक्का ,the punch 
वीं ,th 
कला ,Art 
विक्टर ,Victor 
न्याय ,Justice 
पायलट ,pilot 
महिमा ,Glory 
भेजने ,send 
स्वतंत्रता ,Freedom 
घाव ,Wound 
जरूर ,Sure 
कैम्प ,camp 
किसका ,Whose 
नकली ,Fake 
कड़ी ,Harsh 
अतिरिक्त ,Excessive 
कागज ,Paper 
गर्मी ,Heat 
छुटकारा ,getting rid of 
शिविर ,Camp 
यूनियन ,union 
अक्सर ,Often 
सागर ,Sea 
काफ़ी ,enough 
मरम्मत ,Repairs 
ड्रागो ,Drago 
पहन ,Wear 
स्पैरो ,Sparrow 
ईमानदारी ,Honesty 
बल ,Force 
आवश्यक ,necessary 
करोगी ,will do 
गैस ,gas 
करूं ,should do 
पहने ,wearing 
बंदर ,Monkey 
घटना ,Event 
प्रभाव ,Effect 
याकूब ,yakub 
ज़िंदा ,alive 
निकाला ,extracted 
सदस्य ,Member 
महीनों ,months 
बहाना ,an excuse 
मामलों ,cases 
दिखते ,visible 
आंटी ,Aunty 
काटने ,bite 
ब्लॉक ,block 
रॉनी ,Ronnie 
अंतरिक्ष ,space 
छिपाने ,hide 
नदी ,River 
डेविड ,david 
हिंसा ,violence 
दूं ,let me 
सम्मेलन ,Conference 
तंत्रिका ,nerve 
वॉल्शी ,Walsh 
बैठते ,sit down 
गायन ,Singing 
सवार ,riding 
पेशकश ,offer 
विज्ञान ,Science 
लगते ,seem like 
पड़ेगा ,will have to 
बचपन ,Childhood 
अलेक्जेंडर ,Alexander 
नाराज ,Angry 
उम्मीदवार ,Candidate 
दोषी ,Guilty 
रहती ,live 
कानूनी ,legal 
बदतर ,worse 
कहानियों ,stories 
उदास ,Downhearted 
किसके ,Whose 
टेम्पलटन ,templeton 
रुकें ,stop 
धरती ,Earth 
भालू ,Bear 
चकमक ,encounter 
तेल ,Oil 
ड्रैगन्स ,dragons 
आत्मसमर्पण ,Surrender 
ताजा ,fresh 
फिट्ज़पैट्रिक ,fitzpatrick 
कुत्ता ,Dog 
पहाड़ ,Mountain 
हड़ताल ,strike 
बचने ,avoid 
आंखें ,Eyes 
चुनाव ,Election 
महोदया ,Madam 
सुनते ,listen to 
प्रकृति ,Nature 
धूप ,Sunlight 
मेंहदी ,Henna 
ब्लैक ,black 
छोड़ना ,Leave 
दौड़ ,race 
एकमात्र ,only 
मोबाइल ,Mobile 
मरना ,Die 
सफलता ,Success 
हेनरी ,Henry 
पंच ,Punch 
द्वीप ,island 
चिकित्सक ,doctor 
करूँ ,do it 
हट ,move away 
मसीह ,Christ 
जलवायु ,the climate 
ड्रॉप ,drop 
बहाव ,flow 
किससे ,With whom 
बावजूद ,Despite 
भारतीय ,Indian 
योग्य ,correct 
लुइस ,Louis 
उसको ,his 
विषय ,Subject 
लाइसेंस ,License 
सींग ,Horn 
अधिकांश ,most of 
अर्थ ,Meaning 
मार्शल ,Marshall 
जादूगर ,Magician 
मंच ,stage 
निधन ,death 
प्रेस ,Press 
बेचने ,to sell 
समझौता ,agreement 
बगल ,Next 
जल ,Water 
शूटिंग ,Shooting 
भेजें ,send 
हिकप ,hiccup 
न्यू ,New 
गेंद ,ball 
साहस ,Bravery 
बीप ,Beep 
विस्तार ,expansion 
देरी ,delay 
ब्राईस ,Bryce 
इसको ,to this 
बनाते ,making 
जिसमें ,in which 
पिज्जा ,Pizza 
रोम ,Rome 
एहसान ,Favor 
अनुबंध ,Contract 
जैसी ,like 
पर्यावरण ,Environment 
दूँ ,let me 
पुल ,the bridge 
अंतर्गत ,internal 
दृष्टि ,Vision 
मार्ग ,way 
जिसके ,whose 
घोड़े ,horses 
अपराधी ,Criminal 
कोबरा ,cobra 
चार्ली ,Charlie 
साम्राज्य ,Empire 
दिखाता ,shows 
प्रतियोगिता ,Competition 
दीवारों ,walls 
रोज ,Daily 
अस्पष्ट ,unclear 
जहाजों ,ships 
पाउंड ,pound 
फसल ,Crop 
करेगी ,will do 
नकारात्मक ,negative 
नियुक्ति ,Appointment 
बदबू ,Bad odour 
वेन्डी ,Wendy 
ऊगवे ,grow up 
कार्ली ,carly 
बॉब ,Bob 
बने ,become 
स्वाद ,Taste 
चींटी ,ant 
प्रक्रिया ,Process 
जर्मन ,German 
किताब ,Book 
चीन ,China 
बड़ी ,Big 
डरते ,afraid of 
चेक ,Check 
क्लब ,club 
लाखों ,millions 
क्लीटस ,cleatus 
मिलो ,meet 
मुबारक ,Auspicious 
आरोप ,Blame 
कुल ,Total 
लगाओ ,Apply 
मीजा ,Meeja 
चुड़ैल ,Witch 
ड्रोन ,drone 
बेल्ट ,belt 
मेज ,table 
पोशाक ,Dress 
दिलचस्प ,interesting 
जमा ,Deposit 
वू ,woo 
चीज़ ,thing 
दोबारा ,again 
परे ,beyond 
न्यूयॉर्क ,New York 
पुताई ,Panting 
रखेंगे ,will keep 
बाथरूम ,Bathroom 
नियंत्रित ,controlled 
जानवरों ,animals 
वजन ,weight 
समझने ,to understand 
पीड़ित ,victim 
कमान ,command 
जागो ,wake up 
सोमवार ,monday 
फ़ोन ,phone 
तथ्य ,fact 
मंजूरी ,approval 
बेवकूफ़ ,dumb 
टैक्सी ,the cab 
शोर ,Noise 
देवता ,God 
अभियान ,Campaign 
किस्मत ,Destiny 
शिशु ,baby 
मारता ,kills 
